Sentence,Sentiment
yeni yýlda daha uygun internet paketleri bekliyoruz turkcelden.,2
tabi esra hnm dmnizden teflon nonuzu alabilirim turkcell olacak,2
"Ne zaman ki turkcell canýmlý cicimli panolara ""GÖZÜM"" kodu, o zamandan beri turkcellde gözüm kaldý, olasým geldi, oldum, þimdi herkes gözüm!",0
Ben cevap vermiþtim ayný durumu senin için dusunuyordum bu turkcell aramýzý acýcak ! :),1
"En kötüsü de, sms olmadýðý zaman telefonum defalarca öter. Olduðu zaman ise,  sadece turkcell kontürlerimi yemek için kampanyalar sunar.",1
e taþý ve rahatla.. Hadi bakalým,0
Cumartesileri çalýþmýyor musunuz?,1
Bu arada farkettim de hepsi Turkcell Kullanýyor:),0
"""Yalnizlik Senfonisi""ni hic  dan dinlediniz mi? Turkcell Muzik Platformu'nda canli canli:)))",2
#3kelimeyle2011 turkcell banapiyano alýrmýsýnlütfen?,2
Bu  ay  Turkcell e saðlam internet faturasý öder herhalde..:)),1
"Coca cola ve Turkcell'in reklamlarýný ayný firma çekiyor sanýrým. Hep bir þarký, türkü havasý.",2
biþey soracýn; bu internet výnn'larýn en hýzlýsý ve iyi çekeni hankýsýdýr (turkcell demeyin bana buz gibi soðurum sizden. adýný anmiyacaðým),1
"ergenim ben taam mý? Turkcell'in kalýplarýna tüküreyim,o dedi. Bok mu vardý ki þimdi uðraþtým? Tamam sakinim. Evet. :|",1
Can sýkýntýsýndan ölmek üzereyim. Turkcell-im mi ne varya onun gibi birþey gelsede kurtulsam...,0
"kendisi taahütlerin yerine getirilmesini karþýdan beklerken, kendi taahütlerini yerine getirmeyen þirkete superonline denir.",1
"Mutlulugu baskalarinda aradim bulamadim sonunda yine sana geldim Turkcell'cim,anladim senden baskasi yalanmis..",0
"IDATE raporundan ""Turkcell Superonline 2011'de sunmaya baþladýðý 1000Mbs hýzýnda fiber internetle Avrupa'da sayýlý operatör arasýna girdi""",0
en iyisi ben yarýn turkcell e gidiyim =),0
#PazarlamaKonferansi Turkcell Akademi'ye cok tesekkurler!,0
ozturkcell reklamindaki hayvani selocan puhahaha:)),0
#turkcell fotosu  çekip karisina yollamaya çalýþan ragýp abi baldiza yollayinca karýsýndan da oldu...,2
"Biliyorum Turkcell beni tuketime kazandirmayi kafana koydun. Bedava smsler, bedava konusma dakikalari internet paketi falan.",0
' nýn babasýný turkcell konusunda ýkna etme cabasý ýcýnde karanlýk kuyularda :D   ve ve ve buketý yataga attým D:D:,2
Sana ne kadar teþekkür etsem azdýr Turkcell :),0
Bu turkcell'deki kadinin turk aksaniyla ingiliz ingilizcesi konusma cabasina hastayim ya. British senin neyine kardej?,1
#Superonline  Adil Kullaným Kandýrmacasýna kaþý açýlan davalarda kaybetmeye baþladý. Maðdursan sende dava et.Bilgi için:,1
Bu twitterdaki  baðlan olayýnýn turkcell'le bir alakasý olabilir mi? Bence turkcell bu alana reklam vermeli..,2
lutfen size atmis oldugum twitime cvp verip beni bilgilendirirmisiniz ?,1
Internet basvurusu yaparken adil kullanim koþullarýný bildirmeyip kota dolumunda mail atan superonline tebrikler!!!,1
48 saat daha bekle offff,1
Dönemin türkcell reklam müzigi,2
"#3kelimeyle2011 askerlik, ayrýlýk, iþsizlik",2
"numaramý Avea'ya taþýdým ama Turkcell o günden beri mesaj gönderip duruyor. bosuna ugrasma caným, sana dönmem bir daha :))",1
Turkcell yönetiminden biriyle konuþtum bana kamu gibi alýnýyor kararlar demiþti...,1
"""Hayat paylaþýnca güzel""....",0
#hayattansogutanseyler onemli bir mesaj beklerken gelen msjin turkcell den olma kafasi.,1
nolucak benim bu mikrofon merakim sonunda bunuda yaptim O SES TURKCELL de yarin aksam performans sergileyecegim bide kazanirsanm var ya:),0
kes ya kess Turkcell size calisio,2
"Tüm müzik ihtiyaçlarýnýzýn (Dinleme, indirme, keþfetme vb.) Turkcell kalitesiyle tek bir uygulamada toplanmýþ olmasý fena mý? :)",0
“ Superonline beni sinir ettin ” aynen yaa deli oldum :s,1
superonline var bende telefonu tusluyosun baglanio 96 model.cay yapana kadar google'a girio.9 maclarina sabah bakiorum ben,2
gold paketlere yönelik ayrýca bir kampanya olucakmý peki ?,2
ayyy selocan çoooooook teþekkür ederim yaaaaaaaaaa:)) çok duygulandým :),0
Turkcell ýn zamanlamsý,2
Saat 00:44 hala besinci sayfadayim turkcell bak bu son disi yakarisim.,1
sen de varsýn tabi ki de Aslýcým.Hayat hep beraber paylaþýnca güzel!lâ lâ lâ lâ lâ lâ!:),2
Nihayet temiz ve akýcý bir canlý yayýn izleyebiliyoruz. Tebrikler...,0
3-4 gün önce kontör yükledim  turkcell ogünden beri 25tane mesaj attý !!!!111!!1!1!!!!,1
"iPhone 4S, Turkcell ve Vodafone tarafýndan 16 Aralýk'ta ayný anda Türkiye'de satýþa sunacaklar. Bu arada ön sipariþleri almaya baþladýlar.",2
Mesajlarim neden iletilmiyo turkcell?!,1
kodumun Turkcell'i geçen ayýn faturasýný daha yeni yolluyo.,1
"Musteri hizmetlerine baglanirken 1730264 kere ""Turkcell beni sesimden tanir"" dedirttiler. Kafayi yemis bunlar demedi demeyin.",1
öztürkcell e geçmenin vakti geldide geçiyor   :)),0
evet bu lafým laf çakmak için yer aramak oldu:D Lafýmý sadece Turkcell için geri alýyorum:D,0
"Iphone 4 konusunda babamýn kanýna girdim bugün :) Turkcell'den aldýðým katalog ile yanýna gidip, istiyorum bunu dedim :)",0
"#turkcell BASINKÖYde ""0"" çeker!!! hayat paylaþýna güzelmiþ hepsi yalan!!",1
1500 dklik konusma paketini 5 gunde bitirebiliyormusum. Turkcell nasilda salliyorr ya nasil bitebilir,1
"Çünkü, #Superonline bu hýz testi veren saçma sapan sitelerle bir þekilde baðlantýlý olabilir. Bu sitelerde hýzýnýz yuksek gmrünebilir.",1
"merhaba, joker internet paketinden kalanlarý nasýl görebiliyorum? Tesekkurler",2
Vallahi gizlice çakallýk yapmasýna gerek yok turkcell açýk açýk sömürüyor zaten bizi:D,1
bu tarifeyi pek beðendim:) teþekkür ederim yardýmlar için tarife de bu sanýrým,0
Burdan Türkcell e acayip sallayasý olanlar kulübü:),1
ya o telefonun þarjý bitik nerde olduðunu bile bilmiyorum önemliyse turkcell i kaydet whatsapp tan gönder,2
2.1.1 turkcell romda sorun çýkarmaz deðil mi ?,2
Ýki sattir telefonuma msj gelip duruyo her seferinde turkcell oluyo ama bende her seferinde heyecanlanýyorum bundan sonrakine bakmýycam .P,1
numaramý taþýrken yetkiliye 'bu operatör asansörde 4 diþ çeker mi' diye sordum.sadece bakýþtýk.önemli biþey yok yani. söyleyeyim dedim,2
hayat yeni yýl mutlulugunu paylaþýnca güzellll :))),0
benim bulunduðum þehirde yok ee þansýmý kayýp etmiþ oluyorum:((,1
"Beni kazýk yemekten bitap hale dusuren turkcell amca,bana bu ay heryone 100 dk ve 300 sms verdi.sagolsun varolsun.",1
internet faturalarýný ödemem lazým artýk. smile tetikçi tutacak yakýnda. turkcell de sýrada. O.O,2
O.ç. Turkcell 0.facebok'dan para alýyo.,1
Bu arada 3430 omurilik felçlilerine gönderilen SMS den 2 sms bedel kesmek nedir  #turkcell,1
selocan nedir abicim ya ?,2
ilk telefonumu 2000 seneside aldim.  Buyuk bir motorola,2
acaba turkcell kullanmayý býrakan 819.000 kiþi bu þikecýler mý? :)),1
#sondakika Turkcell Europe Türk iþ yerleriyle tanýnan Köln Weidengasse'daki esnafa Noel jesti yaptý.,2
Ýyiki bi nar paketimiz bitti turkcell 10 saniyede 3 mesaj attý,1
"Ohaaa bedava dk kazandim la.Canim Turkcell.(Biri bu ani not etsin,bir daha bunu ayik kafayla demem) Onumuzdeki 4 Cumartesi 60 dk'm olacak ^^",0
"""hayat paylaþýnca güzel"" derken;ugg'lý,taytlý,dudaklarýnýzý büzerek poz verdiðiniz,altýnda can yücelin þiiri olan fotoðraflarý kastetmiyoruz",2
#2011 de Turkcell'de kalmaya devam ettim mesela..,0
Bi turkcell düþünüyo zaten :S,0
coca cola ve turkcell reklamdan çok iyi anlýyolar çok baþarýlýlar keþke olmasaydý(coca cola reklamýnýn baþarýsý) ama kabullenmek lazým.,0
teþekkür ederim selocan:)),0
"Pazar keyfi baþlasýn! Güzel bir kahvaltýnýn ardýndan þöyle televizyonun karþýsýna uzanýp bir çay daha içmek yok mu, harika! :)",2
#hayattansogutanseyler uykunun en guzel yerinde Turkcell'den mesaj gelmesi.,1
nedir senin  derdin turkcell her aramada 50 krþkontor yemek zorundamýsýnn ;),1
senden kurtulacaðýma okadar mutluyum ki turkcell biliyorum kimse senin kadar iyi çekemiyecek ama napalým buraya kadar...,1
"Apple Londra'da ürünü alýr almaz mail göndermiþti.  in çaðrý mrk. arayinca SMS geldi,bizi ücretsiz arayýp bizi deðerlindir",0
hayat paylaþýnca güzel hilal ;) la la la,0
"emniyet mudurlugu, turkcell ve besiktas belediyesi mesaj konusunda yarisir!",1
internet pktm bittti yeniden yaptým  cok pahalý ya hiç öðrenciyi düþünmüyo :),1
ganga superonline alsýn o yea :D,0
"gnctrkcll le indrmli bilet alacak olsam bile twilight a gitmem:)) bnm için gelmiþ geçmiþ tek vampir filmi ""vampirle görüþmedir""",2
Erol Büyükburc un vada reklamýnda giydiði döpiyesi daha önce Turkcel reklamýnda giymemiþ miydi?Yada bi filmde?Yada bi progrmda yada herzaman,2
"#Türkiye Akbank’ýn Axess’i Turkcell Cep-T Cüzdan’da: Akbank ve Turkcell, ödeme sistemleri ile mobil d...  #SonDakika",0
seni hiç sevmiyoruumm,1
#BuKutudaNeVar  :D  :DDD: D: :D: D,2
""" Silgi tozlarýný biriktirip, onlarý yuvarlayarak uzun bir ip yapanlar var mý aramýzda? :) Haydi RT edin!"" Cocukken evet :D",2
"yapacak biþey varsa, bulursan eðer senin durumundakileri de düþünürsün deðil mi? ne de olsa hayat paylaþýnca güzel :)",0
"Deðer katanlar ödülü Süreyya Ciliv'e: Turkcell Genel Müdürü Süreyya Ciliv, Bahçeþehir Üniversitesi tarafýndan bu...",0
"eleþtirenlere inat, turkcell ile savaþýnýzdaki geliþmeleri tweetlemenizi bekleyenler var :)",1
"Bir cihaz kaydini 1,5 saatte yaparak cumle bekleyenleri cileden cikaran Kanyon #Turkcell i yilin musteri hizmetleri merkezi ilan ediyrm",1
"Bu kýz skype'ýna çalarken dinlet yapmýþ. Arayýnca ""Þimdi Turkcell'le hayat, daha fazla hayaat"" çalýyo.",2
dur Yalcin abi daha bugun Turkcell getirdi ulkeye :D,0
ne yaptý ki Turkcell? Ben yanlýþ paket almisim aradým müþteri hizmetlerini tllerimi geri gönderdiler :),0
Reklamlarda CEKMIYOR diye gobek atanlar Avea'lý mi Turkcell'li mi o zaman :-D,2
Mesajim gitsin diye arkadan bi bos mesaj daha gonderiyorum tesekkurler #turkcell daha fazla ne isteybilirim kii???,1
baþka ne olacaktý sanki :) ben turkcell'in yerinde olsam seni dakikasý 5-10 liraya konuþtururum bu saatten sonra :),0
Kubat turkcell reklamýnýn sonunu halkalý þekere baðlýyacak diye öylesine korkuyorum ki.,1
ben ariyorum rahat ol.hem de superonline deyim ben;),0
paranla galaxy note alamýyorsun bu ne iþtir arkadaþ! illa turkcell faturalý hattým mý olmak zorunda!?,1
"""hayat okudugunu paylastikca guzel"" sloganiyla vapurlarda gazete dagitan turkcell e... hayyy yaþþaa len turkcell demek geldi icimden...MY",0
Kontorum bitti diye turkcell 10 mesaj birden atti.Sakin ol sampiyon!,1
bu kadar aðýr bir internetim hiç olmamýþtý. Turkcell çok kötü çokkkk!,1
Bugün turkcell mesaj atmadý. Baþýna birþey gelmiþ olmasýn,2
bu turkcell artýk ne yapacaðýný þaþýrdý abi her kontör yüklediðin an paket olmadýðý halde yenilediði þeyler var,1
uzucu siz fenevliler adina da naparsin iste cimbom 4 ceker :),2
Hayat Paylaþýnca Güzel ;)  :DD adalet,2
Paylasinca cogalan... Bu sarki cok guzel turkcell kullaniyo bunu zaten mms kampanyasinda,2
valla 3g bile cekmiyo bazen turkcell i aradm gecen telefon cekmiyo derken yine kesildi.geri bile donmediler.rezalet:),1
#turkcell bana kýyak geçmiþ sms paketim seneye kadar darlingler :D,0
#turkcell seni Allah'a havale ediyorum.,1
götürdüler aldýklarý turkcel bayiine program çökmüþ içinde demiþler geri gönderdiler tel,1
Ole bi insan olacaksin ki tcell gbi kaliteli vodafone gbi her yerde cekmeyen avea gbi her gun yeni musteri kazanan .. GNAYDIN ,0
turkcell devamlý arýyor verelim diye..,2
Evet tahmin etmistim bunu :D orda da yok mu bb icin boyle hat kampanyalari ? :/ Turkcell Europe uygulamaya gecti mi super o zaman,0
"ping 600 ms olurmu? oldu diyelim, müþ.hizm.buna normal dermi? yazýklar olsun.. iptal ettireceðim.. Turkcell Superonline a var..",0
"""Þubat ayý kaç yýlda bir 29 çeker?"" sorusuna ""1 yýlda"" ya da ""4 ayda"" diye cevap veren süper zekalarý da kutluyorum",2
bilmiorum ki kocum trcell i kullaniorum artik,2
beni baðrýnýza bastýðýnýz için muck,0
Bizim evde iki selocan var :),2
Ýki gündür ayný saatte telefonumun baðlantýsý komple gidiyor vs...Sýkýntý oluyor.Canýmý sýkma turkcell!Þuanda 3G yok meselâ!,1
"kontürüm yok , senin turkcell kapalý",2
Neden mesaj gönderemiyorum?,1
"Manga Konseri harikydý.Acun Ilýcalý'ya,Manga'ya ve Turkcell'e teþekkür ediyorum.",0
yýllardýr seni severek kullanýyorum bana bi 50tl kýyak geçsene ya,0
EDGE ne 3G ne tukureyim Turkcell.Zorla adami Ozturkcelli yapacaksin,1
#parasineyseverelimde türkcell boþ yere ikide bir mesaj göndermesin!!!,1
turkcell var üzülme :),0
öyle ama avea igrenc ya. Bi kere arkadaslarim turkcelli 10.000 sms fln var. Parasi onemli degil turkcell iyi :D,0
"saatlerdir telefonum kapalý, daha yeni açtým kimse aramamýþ kimse mesaj atmamýþ bir turkcell saðolsun vallahi billahi hepinizden vefalý:)",0
O turkcell atakan mis zaten tahmin ediodum :D,2
"Okuldan 15.15'de çýkýyorum, çýkar çýkmaz Turkcell bayiine gidip kontör yükleteceðim, 16.00 gibi atarým mesaj iþte :)",2
özturkcell den þaþma kardeþim gerisi yalan :),0
beþiktaþ'ýn orta yerindeyim. internet edge. arada bir edge'den hallice 3g çekiyor. teþekkürler #turkcell.,1
Bide platin. musteriyiz hic biseyden haberimiz olmaz... 4 saat once bilet aldim bu bana yapilir mi ?,1
Patronumuz Turkcell'den gelen yemek tarifi SMS'lerini yuksek sesle okuyup duruyo sabahtan beri. Allah seni kahretmesin Turkcell!,1
"Selocan okula geldiii, mineyle kübra çok çabaladý ama göremedi",2
hayir iste turkiyede yoktu turkcell fln getirmedi ayfon 3unde bi dusugu ilk cikn ayfon :D bzim evde 5tane var zamaninda almistk,2
Bugün veya herhangi bir gün 1 TL verip saat 23:59'a kadar bol bol konuþmak istemiyorum Turkcell.,1
"izlemedim maçý ya. turkcell süper lig futboldan soðuttu bu sene beni, maçlara bakmýyorum",2
Önce iletim raporu geliyo sonra bakýyorum iletilmedi beklemede. Turkcell sen benimle dalgamý geciyosun acebaa?,1
yine bütün TÝMlerin yepyeni tabelalarý deðiþiyor. bu ne israf ya vergiden mi düþüyorsunuz napýyorsunuz ? anlamadým,1
en iyi 3G bende dýyorsun ama çekmiyor caným cekmiyooor!!! Sözleþmem bitsin 10 senelik müþterin gidiyor. Bilginize! #turkcell,1
"kimse gönderim yapamadý, ama birisi  en yakýn tahmini nasýlsa yaptý ve Audi A1 kazandý   Facebook gnctrkcll sayfasýna bak anlýcan",2
20 saat içinde cevap vermediðim halde tam olarak 15 mesaj atýyosan bana aþýksýn turkcell inkar etme..,2
niye bana Turkcell in panolarindaki guzel sozlerin resmini cekip gondermiosuun? ;),0
bu turkcel kampanya yapýnca millette bi telefon sapýklýgýdýr gidiyo da analarýda o tarifelerlemi çalýþýyo sabah 9 akþam 9 bedavamý acaba ?,2
bebegim turkcell iptal :( bu arada kýz bugun trafige cýkmýs bulunmakta. her an arabayý kacýrýp sana gelebilirim :D,1
#yeniyildanistegim paylaþmayý bilen bir Dünya... çünkü hayat paylaþýnca güzel :),0
turkcell'ýn son reklamlarý vardý ya aským cýgerým vb :D,2
Bunca yýllýk turkcell kullanýcýsýyým beni hiç bulmuyor böyle þeyler!,1
"ama Pakistan, Jhal Magsi colunde cekmiyor Turkcell :)",2
3tl durduk yere gitti Turkcell sürekli soyuyo :),1
"En sevdiðim þarký kubat'ýn hayat paylaþýnca güzel þarkýsý. En son aldýðým albüm, kubat'ýn ""hayat paylaþýnca güzel"" albümü.",0
Bugün avea yarýn turkcell :) belli mi olur mesajlasacak birileri bizede mesaj olarak numarasýný atar :),2
eh ne demiþler hayat paylaþýnca güzel,0
[TCELL] Kapanis: 8.98 - StochasticRSI: 0.44 - Hedef Alim Seviyesi : 8.74 - Hedef Satis Seviyesi: 9.36,2
sanirim turkcell beni kazikladi,1
"onu beðendik de bide ,twitter paketi bekliyoruz Turkcell den...sýnýrsýz twit",0
20tl mi 100 tl yapmana gerek yok turkcell yukler yuklemez -563554 tl yapmasan yeterdi,1
eger yolculukta kullanmayacaksam ben bu ipad'e neden hat taktirdim niye o internet paketine o kadar para verdim?,1
Canli performansiyla 30 aralik cuma gunu saat 15:00'da Turkcell Muzik'te!,0
Lutfullahhh   turkcell in reklamlarinda donen samsung un  galaxy note u bizim almak isteyipte hala alamadigimiz modeli mi yoksa???,2
"En ucuz iPhone 4S'i kim satýyor? Turkcell, Vodafone ve Avea’nýn iPhone yarýþý yarýn baþlýyor…",2
hayir birde telefon edip kontrol edicez diyip hicbi gelisme olmuyo. Devlet dairesinde burokrasi sizde daha beter durumda,1
ayni sorunu ayin yedisinde bildirmistim su an cozulmedi turkcell mobil tv uygulamasinda lig tv den mac izlerken ekran,1
ilk defa turkcell i kazýkladým ahhahaha,1
tam tünelden gecerken 3g cekiyordu:D türkcell'in reklamlari vodafone' harekete gecirmis olmali:),0
korkunc bir ulkede yasiyoruz. herkes kazik atarak biseyler kazanma pesinde. #superonline da bunlarin basindaymis.,1
yok ki internete giren tlf.yazdýklarýnýza dýþardayken cevap yazayým :):)turkcel reklamýndaki çöpçünün bile iphone'u var:),2
#turkcell adinda bir telefon operatoru var.deli dumrul dan besbin beter.Para carpmanin adi #turkcell olmus.eline ver kolunu kurtaramiyorsun,1
Bilmediðim acayip turkcell numarasý;þu kontorsuz ve dar zamanlarýmda mesajlarýnla bana destek olduðun ve yalnýz býrakmadýðýn için teþkürler.,0
internet hizinda ttneti arattigin icin cok tesekkur ederim turkcell.,1
Sabah sabah teknoloji ozurlulugum tuttu turkcell time gittim tim kapali kopyalar telefonda hayatim film seridi gibi gecti korkudan.,2
Lanet olsun Turkcell Özel Hizmet Merkezi. Gecen gün yazdýgým iyi seyleri geri aliyorum.,1
ne yani turkcell pahalý mý demek istiyorsun :D ???,1
Bungee jumping yapmak gibidir..,2
"Bu turkcell varya....100 dk konusma hakki verdi,selenle 10 sn konustuk 5 dakikasý coktan gitti nasýl is anlamadiim.",1
olay nedir abi kaçýrdým ben,2
dan 50mbit aldýk video bile izliyemiyorum müþteri hizmetleride berbat nerden ttneti býraktým ya ttnet 8mbit &gt; süperonline,1
snn icin gnctrkcll hat alicam ahahaha huzurumsun muah!,0
senin yakýnlarda turkcell hattý olan kimse yok mu arasam,2
kaç para olacak ki?,2
bize gec turkcell e :))),0
"Sevgili Turkcell dandik operatörler metroda çekiyor, Turkcell neden çekmiyor :(",1
Cagatayi selocan yapip yanima vericeklerse geciyim turkcele ...,2
AYRILIK ZAMANI GELÝYOR KAZIKCILAR.,1
serdar erener ülkenin eniyi reklamcýlarýndan biriymiþ bunu 800000 in üzerinde müþterisi kaçana sormak lazým hata türkcell in kalitesinde mi?,1
Sebekemde pýl az yazýo turkcell adýnýmý deýstýrdý lan acaba?Hassýktýr sarjým býtýomus.Sarj aletým nerde lan beným.Aha buldum.Tamam sakin ya!,2
onu turkcell'e anlatýcaksýn cnm :),0
"Saðlýk,huzur,baþarý..",2
esanafa ozel výnn kampanyasý sadece 29 lýra :))))) ahaha yený cýktý bu :))) ýsý býlýyor turkcell :)),0
"#yalnizimcunku  derslerimle aramda uzatmalý söz var..Arada bir de turkcell ile msajlaþýyorum... O kadar yani,doðru erkek falan palavra... :D",2
30 Aralýk Cuma Saat 15.00 da canlý performansýyla Turkcell Muzikte,2
çok üzülüyorum sana bir bilsen sana özel iyi geceler mesajý atýcam-Turkcell,2
2 Gundur ne TV yayýný var ne de internet :( Turkcell mobil internet olmasa ne yapardým acaba :/ ,0
"abi turkcellin nasýl soyulduðunu tam anlamadým,showun açýðýný ordan mý kapadýlar,yokca turkcell e ayrý bir oyun mu çekti Acur?",2
"sen ne zaman bu milleti APTAL degilde, ABDAL yerine koyacaksin!!!",1
siteye süperonline geliyormuþ. Bilgin var mý? Artýk müþteriler olarak çamura yatmanýn vaktidir.,2
turkcell kapandý ya 2 tl atýn dedim valla -8 tripleri :D,2
"#BuKutudaNeVar Audi A1 sahibini buldu, tebrikler!",2
sen yine turkcell e mi döndün kanki ?,0
20 TLmi 100 TL yapmak istemiyorum turkcell anla artik.,1
"#vodafone icin Buyuk eksiklik. Apple urunlerinde kullanilmak uzere #turkcell online islem gibi bir app yapmadilar, yapamadilar.",0
turkcell de benim sesim uygulamasini kaldirisaniz cok mutlu olucam bu gune kadar sesimi hic tanitamadim hep wc da mi olalim,1
"Read my response to ""Turkcell Super Online(Fiber Ýnternet) kullanan var mý? Nasýl sizce?"":",2
süperonline,2
"kampanya iptali teyidi için 2 gün telefon etmesi beklenilen, sinirlenince hattý iptal etme baþvurusunun 10. dk.sýnda arayan firma",1
Oha turksel bana çalýþýyo resmen 487 dakika bedava vermiþ :O,0
Pazartesi Sendromumu bir de sen tetikleme be Turkcell...,1
"Neyse demin sessiz telefondan, sesli telefona geçtik :)",1
1.44 MB'lýk Floppy Disk...,2
Böyle giderse ben avea ya akar hacý baydin beni turkcell,1
"Doðum günümü kutlayan Turkcell, Miles&amp;Smiles ve hatta Greenpeace'e bile teþekkür ediyorum, birtanesiniz :)",0
"Internet paketim var, sms paketim var, daha ne diye liralarýmý sömürüyosun gerizekalý turkcell?",1
turkcell bana komýsyon baglamalý bence artýk kacýncý musterýsýný kazandýrdým :DD,0
"adsl diyorum, twitter üzerinden superonline sana yönlendirdim diyorum:)",2
valla ben tarifem neyse onu oduyorum turkcellden de gayet memnunum yillardir turkcelliyim...,0
ben de seni aradým gecenlerde ulasamadým. turkcell no var sende. çalýþmaktan gunler geceler karýstý benim cok fena.,2
merhaba ben dünyanýn tek sýradýþý yüzüne sahib erkeði olarak turkcell kullanýyorum turkcellin kalitesi duyarlýlýðý tartýþýlmaz,0
Yok yani yolda kaldýk gel lastik deðiþ desek anlarýz da zor iþ bu çok basit yani turkcell seni mahvetmiþ adamým,1
"Turkcell musteriden evrak istiyor,musteri yolluyor,gelmedi diyor islem yarim kaliyr.Bezdirme politkasi iþliyor",1
bulundugum yerde turkcell cekmio ondan olmasin? :s,1
Gecen gun benimde basima geldi iki blackberry telefon ikisi de turkcell 5dk fark vardi aralarinda batarya taktim cikardim duzeldi.,2
Turkcell isi biliyor. 4'te de ayný sey olmuþtu. Kontratli alicaksan Turkcell 'de çok rahat bulursun.,0
"Metroda bile çektiðini söyleyen Turkcell'e çýkýp ""Hacý hangi metroysa o söyle bizde binelim."" demek istiyorum.",1
-Ýyi günler biz turkcell'den arýyoruz hakan uçarla mý görüþüyorum-hayýr ben deðilim-þöyle bi kampanyamýz ýýýhhhhýggýý ben daha sonra ulaþsam,1
Ýstanbul Sanayi Odasý'na göre 2011'in en inovatif þirketi Turkcell Teknoloji oldu. Tebrikler:),0
avea dan bana bu ay 250 veya 300 tl fatura gelcek :(( TURKCELL geri dönmeyi düþünüyorum :)),0
"Malubiyete teselli yok mu? Hep kazanana odul! “ takiminizin alacagi her galibiyete 20TL,beraberliðe 12TL konuþma kazanabilirsiniz!",2
tcell benmle hayata baðlan dedi faturada bana bi koydu...soluðu vodafone'da aldým:)),1
#parasineyseverelimde þu turkcell günlük 167 sms yapmaktan vazgeçsin,1
Bir tim calisani  bana kahve ismarliyor :)) tesekkurler  =) ( Kahve Dünyasý),0
Oha telefonum bildiðin çekmiyor þuan Turkcell hayatýn yalan senin!,1
Superonline bizim oraya hala gelmedi; sanýrým ttnet fiber almak zorunda kalacaðým Çaðlacým,2
iPhone 4s 16gb Turkcell kontratsiz fiyati 2150 lira.Merak edenler icin.,2
Blackberry Curve 9360 Turkcell'de.. Kontratla ilgili bir bilgi bulamadim..,2
#3kelimeyle2011 Gemicik altýncýk amerikacik,2
Bu fýrsatý kaçýrma genç!  via,2
ben 3 yýldýr turkcell kullanýyorum faturamýn sabýt fýyatý 80 lira ama hiç 100 un altýna ýnmýyor. al reyis 2000 dk vodafone mis:),1
le iliþkimiz tek taraflý #hayatpaylasincaguzel diyor ama o bizimle hiç biþeyini paylaþmýyor.. hep bizden bekliyor..,1
ya ben artýk yorum yapmýyorum zaten Turkcell de msj atýp duruyo mercimek köftesi yapýcam ben cumartesiye hazýrlanmam lazým :D,1
Tüketici haklarýna baþvur tabi sözleþmen senden yanaysa...,1
neee zo'n turkcell,2
dogum gunu pastasi icin tesekkurler. Simartiyosun beni :),0
#turkcell wc'deki çekim gücünle beni ergene baðlatacaksýn yani bunu diyorum benden kork.,1
"O ses Turkcell geri sayim basladi, elemelerde son 5:) sira geliyor:)",0
"internet ve telefonda superonline 'a transfer oldum.20 mgpt sýnýrsýz  internet 44 tl telefon vergiler dahil 7,5 kr sabit ücret yok",0
int.paketim bitti. 'den sinirsiz internet istiyoruz ! :),2
"Ýstanbul'un göbeðinde, 2012'de, bizim evde Turkcell çekmiyor. Evet.",1
turkcell.in böle bi kýyak geçeceði aklýmýn ucundan geçmezdi,0
Maslow'un bulut piramidi. Harika ya cok tuttum #Turkcell,2
Ýnternet aracýlýðýyla açýlan hiçbir uygulamayý kullanmadýðýma raðmen o bahaneyle her dakika bir kuruþumu söðüþlediðin için tþk(.d) Turkcell,1
#TURKCELL senden çok büyük þlikayetlerim var,1
muteahitlerinin akþamdan hiç bir uyarý yapmadan sokaðý kazýp bizi arabayla mahsur býrakmasý büyük bir Internet hizmeti oldu,1
Ohhh bu ayki tel fatura paramý tamirci senden önce kaptý Turkcell,1
fiber superonline diyorum baþka da birþey demiyorum..daha hiç kazýðýný yemedim :),0
hay baslicam senin sagladgn 3g ye deee cekim gucune dee ...,1
"sosyal medyadan Serkan bey ile görüþtüm, lütfen Türkçe' yi iyi telaffuz eden diksiyonu düzgün bir kiþi arayabilir mi?",1
"SAHOL, TCELL, ISCTR, GARAN Hisse Önerileri: Gedik Yatýrýmýn hazýrlamýþ olduðu piyasa üzerinde etkili hisseler il...",2
Ne yaparsam yapayým Turkcell'in bana yine de geçirmesine   #takilipkaliyorum,1
internet paketim oldugu halde internete giremiyorum allahin belasi Turkcell yaptigin ayip amina korum senin kasar tutmayin beni sinirlendim,1
bugün turkcell mesaj atmadý kesin aldatýyo amk,1
#Turkcell farketmeden yaptýðýn bedava konuþmalarýný seviyorum devam et;),0
"Bugün turkcell 'den msj gelmeyince musteri hizmetlerini arayýp ""hmm neyse sen mesgulsun galiba bye"" deyip kapattým",2
Paylaþýnca ne çoðalýyoo amip miyiz biz neyiz senin gözünde Turkcell,1
bi de bunlarýn turkcell müþteri hizmetleri telefonum çalýþmýyor bana ulaþýrmýsýn hemen diyen versiyonlarý var,2
yýlbaþý için havalý bir görsel cep mesajý yollamýþ.. Ayný performansý  dini bayramlarda da bekliyoruz..,2
Þöyle söyleyeyim;  'in kucaklama anlayýþýyla  'nin kucaklama anlayýþý çok farklý.,2
