Sentence,Category
"  Hello,  I'am almost ashame to ask this question. It really looks like a FAQ, but couldn't find the answer. Anyway...  The original IBM-PC/XT 83 or 84 key keyboard is, in my opinion, still the best keyboard around. Function keys on the right place (eh.. left place), firm click, etc. Is there any chance to connect one of these to a modern 386 AT clone?  I do understand that the new AT keyboard has more functionality. I.e. the typematic repeat rate is programmable etc. It seams to me that the pins & electrical specs. of the old and the new keyboard are, however, the same.  Maybe the communication protocol is different?   Please answer by e-mail. Also if you can tell me that is absolutely impossible. In that case, i will bring the keyboard the museum of obsolete technology.  Thanks,  Duco  --  Duco Fijma               tel. X31-53-893718 University of Twente     fax. X31-53-893811  P.O. Box 217             internet: fijma@cs.utwente.nl 7500 AE  Enschede         The Netherlands          | No ugly pictures in this sig! | ",comp.sys.ibm.pc.hardware
" bgardner@pebbles.es.com (Blaine Gardner) writes: >In article <1993Apr20.195116.10738@ncsu.edu> martenm@chess.ncsu.edu (Mar Marten) writes: >> >>I am looking for a new tank bag now, and I wondered if you, as follow  >>FJ1100/1200 owners, could make some suggestions as to what has, and has >>not worked for you.  >With the FJ's large, flat gas tank, I'd imagine that almost anything >would work. Personally, I'm quite happy with my Eclipse standard tank >bag.  Me too. Even after I bought the 3-piece Krauser K2 set.  Now and then,  DK puts them on sale for 50 bux or so to clear out inventory, but they never seem to to go away.  They are the Volkswagens of tank bags, I guess.  BTW, the late Paul O' Neill showed me a trick with a pair of pliers that will extend their life considerably.  When the zipper starts to separate behind the pull (because of age and wear), squash the pull body with the pliers just a bit to tighten it back up.  I would have tossed my bag three  years ago, but this fixed it up and kept it secure and reliable.  Chuck Rogers car377@torreys.att.com ",rec.motorcycles
" In article <1993May17.064503.13114@microsoft.com> cliffga@microsoft.com (Clifford Garrett) writes: >/Yes, a lot of what OS/2 2.0 has in common with OS/2 1.x was written by you >/guys. However, many of the things that made OS/2 2.0 so much more successful >/(Win-OS/2, Workplace Shell) than previous versions were IBM work. > >Yes, certainly.  It was IBM that wrote the Windows code!!! > >c Isn't this the point of ""a better windows than Windoze"". :).    --  Brett D. Sherron-Ferrell		     	     email@bferrell@uceng.uc.edu U. of Cincy					     ""Catch the Cats............ College of Engineering				      ...............If you can"" ",comp.os.ms-windows.misc
"  Yes - Everyone seems to be in agreement that the Yankees are  finally moving in the right direction.  They should finish over .500 this year and maybe even be in the pennent race  in August.  However, I would take back a few moves:  1.  The Jim Abbott Trade.     I think Abbott is not only an inspirational person, but a     great pitcher also.  He could win the Cy Young this year,      but he won't because the right side of the Yanks infield     isn't good enough.  So why was this not a good trade?       JT Snow.  How many rookies have been able to step in and     immediately have the impact that he has had so far on      the Angels?  I know it's early, but if you've seen this kid     hit, field or talk you can just tell that he is going to be      a tremendous player.  The Yanks should have kept him.  What     about Mattingly, you ask?  Well - it's great that the Yanks     have taken care of him and remained loyal, but he's 10 years     older than Snow and just doesn't have the same bat speed as     before his back injury.  It's a shame, but as a Yankee fan      who wants to see the *best* Yankee team, I'd take      Snow over Mattingly at first.  The Yanks also gave up two     promising propects with Snow for Abbott.  Besides, with     Domingo Jean, Brien taylor, Wickman, Militello, and Sterling     Hitchcock, they are just loaded with propects.  I know Abbotts     only 26, but this was too much to give up.  I believe George     forced this trade because he believes (and he's right) that     Abbott will be a big hit in NY.  However, I'd like to see the     Yankees build a baseball team, not an amusement show.  2.  Wade Boggs.     I live in Boston and like Wade a lot.  But, his career is      winding down and I would rather see the Yanks start to develop     a long term solution (i.e. Hensley Muelins, Russ Davis, Velarde?).     Besides, Wade just doesn't have any range.  What a shame about     Charlie Hayes, huh?  3.  Spike Owen.     See Wade Boggs.  I'd much rather see them develop Dave Silvestri     or whoever.  Wade and Spike next to each other in the infield is     going to raise the Yankee staff ERA 1/2 point.  And these guys     are on the down sides of their careers.  4.  Danny Tartabull.     Yes - he's put up some tremendous numbers and it's nice to think     about what he could do if he were ever healthy all year.  But he     never is.  We should expect 120 games max out of him.  Meanwhile,     Gerald Williams is playing at Columbus and Paul O'Neil is playing     left field!  I believe O'Neil led NL outfielders in assists     last year - and Tartabull is a poor defensive outfielder.  What I'm basically getting at is the Yanks are moving in the right direction but are NOT ready to win a pennent this year.  They should (at the GM level) be planning for a 1994 or 1995 world series.  This means getting the younger players experience in the majors NOW so they  will be ready in a year or two.    I'm afraid that all this stuff wreaks of George Steinbrenner. Certainly, the Boggs deal was all George.  It looks like George is planning the right mix of veterans and young players to win a world series now.  The veterans are always available and can be added at any time (like Boston did this year).  Develop the young players first, then add the one or two veterans (or in the Yankees case, just keep them).  Let's all us Yankee fans hope that George doesn't dismantle the terrific job Stick and company have done building the Yankee organization back into one of respect.  I'm really afraid that he will trade whoever it takes to patch holes today (relief pitching for example).  George must realize that the Yankees rebuilding process is still one or two years away.  Have patience George and we will all enjoy the future.  Fire Bucky and trade the kids and it's baseball hell for all loyal Yankee fans for a long time!  Sam ""I'm not Militello or Millitello"" Mandelbaum.    ",rec.sport.baseball
" In article <1993Apr17.031520.13902@clarinet.com>, brad@clarinet.com (Brad Templeton) writes: |> The actual algorithm is classified, however, their main thrust here is |> for cellular phones, and encryption is only over the radio end, not |> end to end, I think.   End to end will come later.  Encrypting just the radio link doesn't make sense to me.  That means the telco has to do the decryption, and hence they need the keys.  How are they going to be kept secure? ",sci.crypt
"Approved: christian@aramis.rutgers.edu  In article <Apr.11.01.02.37.1993.17787@athos.rutgers.edu>, atterlep@vela.acs.oakland.edu (Cardinal Ximenez) writes:  >   I don't think it's possible to convince atheists of the validity of  > Christianity through argument.  We have to help foster faith and an > understanding of God.  I could be wrong--are there any former atheists here > who were led to Christianity by argument?  This is an excellent question and I'll be anxious to see if there are any such cases.  I doubt it.  In the medieval period (esp. 10th-cent. when Aquinas flourished) argument was a useful tool because everyone ""knew the rules.""  Today, when you can't count on people knowing even the basics of logic or seeing through rhetoric, a good argument is often indistinguishable from a poor one.  Sorry; just one of my perennial gripes...<:->  Ken --  miner@kuhub.cc.ukans.edu | Nobody can explain everything to everybody. opinions are my own      | G. K. Chesterton ",soc.religion.christian
" In article <1993Apr14.122647.16364@tms390.micro.ti.com> david@tms390.micro.ti.com (David Thomas) writes:  >>In article <13APR199308003715@delphi.gsfc.nasa.gov>, packer@delphi.gsfc.nasa.gov (Charles Packer) writes: >>>Is there such a thing as MSG (monosodium glutamate) sensitivity? >>>I saw in the NY Times Sunday that scientists have testified before  >>>an FDA advisory panel that complaints about MSG sensitivity are >>>superstition. Anybody here have experience to the contrary?  >>> >>>I'm old enough to remember that the issue has come up at least >>>a couple of times since the 1960s. Then it was called the >>>""Chinese restaurant syndrome"" because Chinese cuisine has >>>always used it. > >So far, I've seen about a dozen posts of anecdotal evidence, but >no facts.  I suspect there is a strong psychological effect at  >work here.  Does anyone have results from a scientific study >using double-blind trials?    Check out #27903, just some 20 posts before your own. Maybe you missed it amidst the flurry of responses? Yet again, the use of this newsgroup is hampered by people not restricting their posts to matters they have substantial knowledge of.  For cites on MSG, look up almost anything by John W. Olney, a toxicologist who has studied the effects of MSG on the brain and on development.  It is undisputed in the literature that MSG is an excitotoxic food additive, and that its major constituent, glutamate is essentially the premierie neurotransmitter in the mammalian brain (humans included).  Too much in the diet, and the system gets thrown off.  Glutamate and aspartate, also an excitotoxin are necessary in small amounts, and are freely available in many foods, but the amounts added by industry are far above the amounts that would normally be encountered in a ny single food.  By eating lots of junk food, packaged soups, and diet soft drinks, it is possible to jack your blood levels so high, that anyone with a sensitivity to these compounds will suffer numerous *real* physi9logical effects.  Read Olney's review paper in Prog. Brain Res, 1988, and check *his* sources. They are impecable. There is no dispute.                      --Dianne Murray    wcsbeau@ccs.carleton.ca  ",sci.med
"Message-ID: <1qs0vu$a0a@usenet.INS.CWRU.Edu> Reply-To: da228@cleveland.Freenet.Edu (Charles G. Williams) NNTP-Posting-Host: hela.ins.cwru.edu   Hi,  The subject line says it all.  My system acts weird at times.  All of a sudden the system will be corrupt, boot blocks will get chewed, etc.  This was a really big problem for a while.  I couldn't even format my drive properly.  I installed HDT's driver and things got better.  Now all I have to do is reinstall the system.  Could an incompatibility  exist between it and a Quantum external drive.  I'm looking for a pure hardware solution.  It's not a virus, bad software, etc.  Could I have a bad SCSI cable?  Or is the IBM (WDS-80) just a screwey drive?  Thanks,  Chuck  --  Chuck Williams ==> CS Intern ==> Pacific Northwest Laboratories  da228@cleveland.freenet.edu cg_williams@ccmail.pnl.gov ",comp.sys.mac.hardware
" In article <annick.735440726@cortex.physiol.su.oz.au>, annick@cortex.physiol.su.oz.au (Annick Ansselin) writes: > In <C5nFDG.8En@sdf.lonestar.org> marco@sdf.lonestar.org (Steve Giammarco) writes: >  >>> >>>And to add further fuel to the flame war, I read about 20 years ago that >>>the ""natural"" MSG - extracted from the sources you mention above - does not >>>cause the reported aftereffects; it's only that nasty ""artificial"" MSG - >>>extracted from coal tar or whatever - that causes Chinese Restaurant >>>Syndrome.  I find this pretty hard to believe; has anyone else heard it? >  > MSG is mono sodium glutamate, a fairly straight forward compound. If it is > pure, the source should not be a problem. Your comment suggests that  > impurities may be the cause. > My experience of MSG effects (as part of a double blind study) was that the > pure stuff caused me some rather severe effects. >  >>I was under the (possibly incorrect) assumption that most of the MSG on >>our foods was made from processing sugar beets. Is this not true? Are  >>there other sources of MSG? >  > Soya bean, fermented cheeses, mushrooms all contain MSG.  >  >>I am one of those folx who react, sometimes strongly, to MSG. However, >>I also react strongly to sodium chloride (table salt) in excess. Each >>causes different symptoms except for the common one of rapid heartbeat >>and an uncomfortable feeling of pressure in my chest, upper left quadrant. >  > The symptoms I had were numbness of jaw muscles in the first instance > followed by the arms then the legs, headache, lethargy and unable to keep > awake. I think it may well affect people differently.  Well, I think msg is made from a kind of plant call ""tapioca"" and not those staff you mentiond above. ",sci.med
" In <C5HpG6.4LM@andy.bgsu.edu> klopfens@andy.bgsu.edu (Bruce Klopfenstein) writes:  >kime@mongoose.torolab.ibm.com (Edward Kim) writes: [...] >>  >> I would tend to call the offensive contributions even, but Alomar wins hands >> down in defensive capabilities.  I'm not just talking about the number of  >> errors; nobody (including Lind!) has the range and athleticism at second base. >> I can't recall in the recent past anyone turning the double play better >> than Alomar.    >Well, why don't you look up those stats?  Baerga may not be the best defensive >second baseman in the league, but he's damn good.  Check the stats for DPs >last year and see for yourself.  According to the Defensive Average stats posted by Sherri, Baerga had the highest percentage of DPs turned in the league, while Alomar had the worst. However, Alomar had a higher Defensive Average.  So who would be better?  Using Alomar's opportunities (469 groundballs, 73 possible double plays) Alomar had 332 groundouts and turned 18 DPs. Baerga would have had (with same DA & DP%) 328 groundouts and 35 DPs.  Using Baerga's opportunites (545 groundballs, 99 possible double plays). Alomar would have had (with the same DA & DP%) 386 groundouts and 25 DPs. Baerga had 381 groundouts and 47 DPs.  Baerga looks better, though it's possible his DP% would be lower with a  different SS.  Will Baerga consistently turn twice as many double plays, however?  Alomar has established a high level of defense, Baerga has not.  I would bet on Alomar to be better next year, but last year Baerga was just as good overall. --  Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Grad Student At Large    ""It is considered good to look wise, especially when not     overburdened with information"" -- J. Golden Kimball ",rec.sport.baseball
"NNTP-Posting-Host: 140.239.3.202  dunnjj@ucsu.Colorado.EDU (DUNN  JONATHAN JAMES) writes: >ak296@yfn.ysu.edu (John R. Daker) writes: >>Cup holders (driving is an importantant enough undertaking)  >This is a good idea - so you can carry your (non-alcoholic) drinks without >spilling or having someone hold on to them.  I agree.  Six hour long stretches behind the wheel really make me thirsty, especially for something with caffeine.  I consider it a failing of my car that it has no cup holder nor anywhere to put a cup holder.  jim frost jimf@centerline.com ",rec.autos
"Distribution: world Message-ID: <ARENS.93Apr20192345@grl.ISI.EDU> References: <1483500349@igc.apc.org> <1993Apr20.213819.664@vms.huji.ac.il> NNTP-Posting-Host: grl.isi.edu In-reply-to: backon@vms.huji.ac.il's message of 20 Apr 93 21:38:19 GMT  In article <1993Apr20.213819.664@vms.huji.ac.il> backon@vms.huji.ac.il writes: > > In article <1483500349@igc.apc.org>, cpr@igc.apc.org (Center for Policy Research) writes: > > > > 4.      Is it true that in Israeli prisons there are a number of > > individuals which were tried in secret and for which their > > identities, the date of their trial and their imprisonment are > > state secrets ? > > > Apart from Mordechai Vanunu who had a trial behind closed doors, there > was one other espionage case (the nutty professor at the Nes Ziona > Biological Institute who was a K.G.B. mole) who was tried ""in camera"". > I wouldn't exactly call it a state secret. The trial was simply tried > behind closed doors. I hate to disappoint you but the United States > has tried a number of espionage cases in camera.  At issue was not a trial behind closed doors, but arrest, trial and imprisonment in complete secrecy.  This was appraently attempted in the case of Vanunu and failed.  It has happened before, and there is reason to believe it still goes on.  Read this:  From Ma'ariv, February 18 (possibly 28), 1992  PUBLICATION BAN          The State of Israel has never officially admitted that for many         years there have been in its prisons Israeli citizens who were         sentenced to long prison terms without either the fact of         their arrest or the crimes of which they were accused ever         being made public.  By Baruch Me'iri  All those involved in this matter politely refused my request, one way or another: ""Look, the subject is too delicate.  If I comment on it, I will be implicitly admitting that it is true; If I mention a specific case, even hint at it, I might be guilty of making public something which may legally not be published"".  The State of Israel has never officially admitted that for many years there have been in its prisons Israeli citizens who were sentenced to long prison terms without either the fact of their arrest or the crimes of which they were accused ever being made public. More precisely: A court ordered publication ban was placed on the fact of their arrest, and later on their imprisonment.  In Israel of 1993, citizens are imprisoned without us, the citizens of this country, knowing anything about it.  Not knowing anything about the fact that one person or another were tried and thrown in prison, for security offenses, in complete secrecy.  In the distant past -- for example during the days of the [Lavon - YA] affair -- we heard about ""the third man"" being in prison.  But many years have passed since then, and what existed then can today no longer be found even in South American countries, or in the former Communist countries.  But it appears that this is still possible in Israel of 1993.  The Chair of the Knesset Committee on Law, the Constitution and Justice, MK David Zucker, sent a letter on this subject early this week to the Prime Minister, the Minister of Justice, and the Cabinet Legal Advisor.  Ma'ariv has obtained the content of the letter:  ""During the past several years a number of Israeli citizens have been imprisoned for various periods for security offenses.  In some of these cases a legal publication ban was imposed not only on the specifics of the crimes for which the prisoners were convicted, but even on the mere fact of their imprisonment.  In those cases, after being legally convicted, the prisoners spend their term in prison without public awareness either of the imprisonment or of the prisoner"", asserts MK Zucker.  On the other hand Zucker agrees in his letter that, ""There is absolutely no question that it is possible, and in some cases it is imperative, that a publication ban be imposed on the specifics of security offenses and the course of trials.  But even in such cases the Court must weigh carefully and deliberately the circumstances under which a trial will not be held in public.  ""However, one must ask whether the imposition of a publication ban on the mere fact of a person's arrest, and on the name of a person sentenced to prison, is justified and appropriate in the State of Israel.  The principle of public trial and the right of the public to know are not consistent with the disappearance of a person from public sight and his descent into the abyss of prison.""  Zucker thus decided to turn to the Prime Minister, the Minister of Justice and the Cabinet Legal Advisor and request that they consider the question.  ""The State of Israel is strong enough to withstand the cost incurred by abiding by the principle of public punishment.  The State of Israel cannot be allowed to have prisoners whose detention and its cause is kept secret"", wrote Zucker.  The legal counsel of the Civil Rights Union, Attorney Mordechai Shiffman said that, ""We, as the Civil Rights Union, do not know of any cases of security prisoners, Citizens of Israel, who are imprisoned, and whose imprisonment cannot be made public.  This is a situation which, if it actually exists, is definitely unhealthy.  Just like censorship is an unhealthy matter"".  ""The Union is aware"", says Shiffman, ""of cases where notification of a suspect's arrest to family members and lawyers is withheld.  I am speaking only of several days.  I know also of cases where a detainee was not allowed to meet with an attorney -- sometimes for the whole first month of arrest.  That is done because of the great secrecy.  ""The suspect himself, his family, his lawyer -- or even a journalist -- can challenge the publication ban in court.  But there are cases where the family members themselves are not interested in publicity.  The journalist knows nothing of the arrest, and so almost everyone is happy...""  Attorney Yossi Arnon, an official of the Bar, claims that given the laws as they exist in Israel today, a situation where the arrest of a person for security offenses is kept secret is definitely possible.  ""Nothing is easier.  The court orders a publication ban, and that's that.  Someone who has committed security offenses can spend long years in prison without us knowing anything about it.""  -- Do you find this situation acceptable?  Attorney Arnon: ""Definitely not.  We live in a democratic country, and such a state of affairs is impermissible.  I am well aware that publication can be damaging -- from the standpoint of security -- but total non-publication, silence, is unacceptable. Consider the trial of Mordechai Vanunu: at least in his case we know that he was charged with aggravated espionage and sentenced to 18 years in prison.  The trial was held behind closed doors, nobody knew the details except for those who were authorized to.  It is somehow possible to understand, though not to accept, the reasons, but, as I have noted, we at least are aware of his imprisonment.""  -- Why is the matter actually that serious?  Can't we trust the discretion of the court?  Attorney Arnon: ""The judges have no choice but to trust the presentations made to them. The judges do not have the tools to investigate.  This gives the government enormous power, power which they can misuse.""  -- And what if there really is a security issue?  Attorney Arnon: ""I am a man of the legal system, not a security expert.  Democracy stands in opposition to security.  I believe it is possible to publicize the matter of the arrest and the charges -- without entering into detail.  We have already seen how the laws concerning publication bans can be misused, in the case of the Rachel Heller murder.  A suspect in the murder was held for many months without the matter being made public.""  Attorney Shiffman, on the other hand, believes that state security can be a legitimate reason for prohibiting publication of a suspect's arrest, or of a convicted criminal's imprisonment.  ""A healthy situation?  Definitely not.  But I am aware of the fact that mere publication may be harmful to state security"".  A different opinion is expressed by attorney Uri Shtendal, former advisor for Arab affairs to Prime Ministers Levi Eshkol and Golda Meir.  ""Clearly, we are speaking of isolated special cases.  Such situations contrast with the principle that a judicial proceeding must be held in public. No doubt this contradicts the principle of freedom of expression.  Definitely also to the principle of individual freedom which is also harmed by the prohibition of publication.  ""Nevertheless"", adds Shtendal, ""the legislator allowed for the possibility of such a ban, to accommodate special cases where the damage possible as a consequence of publication is greater than that which may follow from an abridgment of the principles I've mentioned. The authority to decide such matters of publication does not rest with the Prime Minister or the security services, but with the court, which we may rest assured will authorize a publication ban only if it has been convinced of its need beyond a shadow of a doubt.""  Nevertheless, attorney Shtendal agrees: ""As a rule, clearly such a phenomenon is undesirable. Such an extreme step must be taken only in the most extreme circumstances."" -- Yigal Arens USC/ISI                                                TV made me do it! arens@isi.edu ",talk.politics.mideast
" sanjay@kin.lap.upenn.edu (Sanjay Sinha) writes:    >As summer approaches, the usual preparations are being made...  >Me was thinking of going for some overnite camping trips in the local >state forests. For that I was planning to get a backpack/rucksack.  >The next question is how shall I carry the thing on the bike, given >the metal frame and all. I have a big backrest (approx 12"" high) and >was hoping that I would be able to bungee cord the backpack to the backrest.  >Any one have any experiences on such experimentation?  >Taking the idea further, what would happen if the backpack was fully >loaded with a full load (40lbs). Is the load distribution going to  >be very severly affected? How will the bike perform with such a load  >clinging to the back rest. If I really secure it, with no shifting,  >do I still increase my chances of surfing?  I ride my bike regularly to classes with my book bag.  I take the shoulder straps on the bag, and hook them around the rear turn signals.  I works fine.  You probably will want to attach it with a bungee cord to keep it from shifting to one side or another.   |-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-| | Dan Ramage			|ramage@charlie.ece.scarolina.edu     | |'86 Vulcan 750			|DoD#0798			      | |""I wanted a Harley, but I haven't won the lottery yet.""	      | |-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-| |""Them bats is smart, they use radar."" -D. Letterman		      | |-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-| ",rec.motorcycles
" In article <C5p3yr.GH2@news.cso.uiuc.edu> cka52397@uxa.cso.uiuc.edu (OrioleFan@uiuc) writes: > >	The defenition of the Underdog is a team that has no talent and comes >out of nowhere to contend.  The '69 Mets and '89 Orioles are prime examples,  Uh, I don't think you can call a team with Tom Seaver, Jerry Koosman, and Nolan Ryan on the pitching staff a team that has ""no talent."" They did come out of nowhere, but some of the improvement was forseeable.    Greg   ",rec.sport.baseball
"Approved: christian@aramis.rutgers.edu  In <Apr.22.00.57.03.1993.2118@geneva.rutgers.edu> jprzybyl@skidmore.edu writes:  > I may be wrong, but wasn't Jeff Fenholt part of Black Sabbath?  He's a > MAJOR brother in Christ now.  He totally changed his life around, and        Why should he have been any different ""then""? Ozzy Osbourne, ex-singer and main character of the Black Sabbath of good ole days past, is and always was a devout catholic. Or so I've heard over on the alt.rock-n-roll.metal newsgroups, an' I figure those folks oughta know..  --    Disclaimer?   ""It's great to be young and insane!"" ",soc.religion.christian
" E.J. Draper <draper@odin.mda.uth.tmc.edu> writes:  >If it were my wife, I would insist that a radiologist be involved in the >process.  Radiologist are intensively trained in the process of >interpreting diagnostic imaging data and are aware of many things that >other physicians aren't aware of.    Maybe, maybe not.  A new graduate would obviously be well trained (but perhaps without sufficient experience). A radiologist trained 10 or 15 years ago who has not kept his continuing education current is a  whole 'nuther matter.  A OB who HAS trained in modern radiology technology is certainly more qualified than the latter and at least equal to  the former.  >Would you want a radiologist to >deliver your baby?  If you wouldn't, then why would you want a OB/GYN to >read your ultrasound study?  If the radiologist is also trained in OB/GYN, why not?  John  --  John De Armond, WD4OQC               |Interested in high performance mobility?   Performance Engineering Magazine(TM) | Interested in high tech and computers?  Marietta, Ga                         | Send ur snail-mail address to  jgd@dixie.com                        | perform@dixie.com for a free sample mag Lee Harvey Oswald: Where are ya when we need ya? ",sci.med
"       Following a series of miscarriages, my wife was given a transfusion of my white cells. (The theory as I understand it is that there is some kind of immune blocking that prevents the body from attacking the pregnancy as it normally would a ""foreign"" body. Where this blocking is deficient, the body evicts the ""intruder"", resulting in a miscarriage. The white cells apparently enhance the blocking capability.) Following the transfusion, she successfully carried the next pregnancy to term, and Jake is now an active 9 month-old who cannot wait to walk.      We're now thinking about having another child, but no one (including the OBGYN who supervised the first transfusion) really seems to know whether or not the transfusion process needs to be repeated for successive pregnancies.      Is there anyone in net-land who has experience with this? Thanks...Gene (and Jane and Jake)  P.S. I've also posted this in misc.kids. ",sci.med
" Amruth Laxman <al26+@andrew.cmu.edu> writes: > Hi, >     I was reading through ""The Spaceflight Handbook"" and somewhere in > there the author discusses solar sails and the forces acting on them > when and if they try to gain an initial acceleration by passing close to > the sun in a hyperbolic orbit. The magnitude of such accelerations he > estimated to be on the order of 700g. He also says that this is may not > be a big problem for manned craft because humans (and this was published > in 1986) have already withstood accelerations of 45g. All this is very > long-winded but here's my question finally - Are 45g accelerations in > fact humanly tolerable? - with the aid of any mechanical devices of > course. If these are possible, what is used to absorb the acceleration? > Can this be extended to larger accelerations?  are you sure 45g is the right number? as far as i know, pilots are blackout in dives that exceed 8g - 9g. 45g seems to be out of human tolerance. would anybody clarify this please.  lan   >  > Thanks is advance... > -Amruth Laxman >  ",sci.space
"  Due to some problems with my IDE drive, I LL formatted the Maxitor7213AT. Now it started to give me some errors in some applications. I was told Maxitor has a utility called IDE_INT in their BBS, anyone tried it? Can some one tell me what that BBS number is? Or better, can I find the file in some ftp site? Or perhaps someone can email it to me? Thanks.  Feng --    The opinions expressed are not necessarily those of the University of      North Carolina at Chapel Hill, the Campus Office for Information         Technology, or the Experimental Bulletin Board Service.            internet:  laUNChpad.unc.edu or 152.2.22.80 ",comp.sys.ibm.pc.hardware
" Hello  	I am the proud new owner of a MAC 512K.  Upon power-up and insertion 	of the sytem disk, I get SAD MAC code 0F0064.  Can anyone give me a  	clue to what this means?  	Thanks.  	-Steve  ",comp.sys.mac.hardware
" In article <1qn4bgINN4s7@mimi.UU.NET> goltz@mimi.UU.NET (James P. Goltz) writes: >  Would this work?  I can't see the EM radiation impelling very much >momentum (especially given the mass of the pusher plate), and it seems >to me you're going to get more momentum transfer throwing the bombs >out the back of the ship than you get from detonating them once >they're there.  The Orion concept as actually proposed (as opposed to the way it has been somewhat misrepresented in some fiction) included wrapping a thick layer of reaction mass -- probably plastic of some sort -- around each bomb. The bomb vaporizes the reaction mass, and it's that which transfers momentum to the pusher plate. --  All work is one man's work.             | Henry Spencer @ U of Toronto Zoology                     - Kipling           |  henry@zoo.toronto.edu  utzoo!henry ",sci.space
"Message-ID: <1rcdf1$l3l@usenet.INS.CWRU.Edu> References: <dusek.735489223@shale> <1r75n1INN97g@clem.handheld.com> <C5yD85.M8@newsserver.pixel.kodak.com> <C603IA.AsL@chinet.chi.il.us> Reply-To: an030@cleveland.Freenet.Edu (Broward Horne) NNTP-Posting-Host: hela.ins.cwru.edu   In a previous article, dhartung@chinet.chi.il.us (Dan Hartung) says:  > >Dear, dear.  They could have COME OUT.        So could the defenders in the Alamo.  You're clearly missing the      point here.  Typically, I might add.       If it were me, I doubt that *I* would have come out.       BATF show up, start shooting at me, etc.  Then they paint me      a child-molesting murdering fanatic, call up TANKS, hundreds      of automatic-armed goons.  Restrict press access to two miles      away.         Come on.  If I can watch pictures of burned women and children      in Bosnia on CNN, why am I being limited to a two-mile-away      replay of a fire in Waco?  Huh?  Answer me that.     ",talk.politics.guns
"   hasan@McRCIM.McGill.EDU writes:   >Ok. I donot know why there are israeli voices against negotiations. However, >i would guess that is because they refuse giving back a land for those who >have the right for it.  Sounds like wishful guessing.   >As for the Arabian and Palestinean voices that are against the >current negotiations and the so-called peace process, they >are not against peace per se, but rather for their well-founded predictions >that Israel would NOT give an inch of the West bank (and most probably the same >for Golan Heights) back to the Arabs. An 18 months of ""negotiations"" in Madrid, >and Washington proved these predictions. Now many will jump on me saying why >are you blaming israelis for no-result negotiations. >I would say why would the Arabs stall the negotiations, what do they have to >loose ?   'So-called' ? What do you mean ? How would you see the peace process?  So you say palestineans do not negociate because of 'well-founded' predictions ? How do you know that they are 'well founded' if you do not test them at the  table ? 18 months did not prove anything, but it's always the other side at  fault, right ?  Why ? I do not know why, but if, let's say, the Palestineans (some of them) want ALL ISRAEL, and these are known not to be accepted terms by israelis.  Or, maybe they (palestinenans) are not yet ready for statehood ?  Or, maybe there is too much politics within the palestinean leadership, too many fractions aso ?  I am not saying that one of these reasons is indeed the real one, but any of these could make arabs stall the negotiations.  >Arabs feel that the current ""negotiations"" is ONLY for legitimizing the current >status-quo and for opening the doors of the Arab markets for israeli trade and >""oranges"". That is simply unacceptable and would be revoked.   I like California oranges. And the feelings may get sharper at the table.    Regards,  Dorin ",talk.politics.mideast
"Distribution: world Message-ID: <1t6rsh$bed@tramp.cc.utexas.edu> NNTP-Posting-Host: tramp.cc.utexas.edu      I have been using WinQVT/Net 2.81 under Win3.1 (dos 5.0) for quite sometime without any problem.  I recently installed DOS 6.0 on my 386-40 PC and I cannot run WinQVT/Net any more.  I keep getting ""Packet received for invalid port-reset sent"" messages on the console window.  I can't get more than 1 telnet window and can't use ftp!!!     Any suggestions would be greatly appreciated.     Thanks,    George Kontoravdis    (condor@ccwf.cc.utexas.edu)  ",comp.os.ms-windows.misc
"Message-ID: <16BB9EAC3.LMARSHA@cms.cc.wayne.edu> References: <1993Apr23.162236.9985@mprgate.mpr.ca> <franjion.735590256@spot.Colorado.EDU> NNTP-Posting-Host: cms.cc.wayne.edu  In article <franjion.735590256@spot.Colorado.EDU> franjion@spot.Colorado.EDU (John Franjione) writes:   >Unfortunately, Roger is now over at r.s.baseball spewing his expertise >(i.e. being a dickhead).  I guess he is afraid of posting anything >here, because he knows what to expect. >-- >John Franjione >Department of Chemical Engineering >University of Colorado, Boulder >franjion@spot.colorado.edu        Hey, we could start a new game on the net.  It's called 'Where's Roger?' It's similiar to 'Where's Waldo?' but instead of finding Waldo in a picture of people, we try to find Roger in a newsgroup on the net.  I predict that he'll be in r.s.basketball.pro next.       Laurie Marshall Wayne State University Detroit, Michigan Go Wings!!!! ",rec.sport.hockey
"  Greetings...  I am in desperate need of a Battery and Power Supply (Internal) for  the Cumulus 386SX-25 Notebook.  I do appologize for not having serial # for this system.  Any Help would greatly be appreciated...  Many Thanks in advance,  	Dave.Bona@m.cc.utah.edu --  - Not your average .sig!  No, this one is very clever. -        ",comp.sys.ibm.pc.hardware
